,age,birthDate,birthPlace,college,experience,guid,hand,headshot,height,id,jersey,lastName,position,salary,team,uid,weight,GP,GS,MIN,FGM,FGA,FG%,3PTM,3PTA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,BLK,STL,PF,TO,PTS
Omari Spellman,22,07/21/97,"Cleveland, OH",Villanova,1,7cee5c4a7e54efc730aaa8b4c87ce8e0,,https://a.espncdn.com/i/headshots/nba/players/full/4065836.png,80.0,4065836,14,Omari Spellman,PF,1897800.0,minnesota-timberwolves,s:40~l:46~a:4065836,245.0,95.0,14.0,17.8,2.4,5.7,41.7,0.9,2.5,36.6,1.1,1.4,76.6,1.6,2.8,4.3,1.0,0.5,0.6,1.4,0.9,6.8
Abdel Nader,26,09/25/93,,Iowa State,2,0046bb98c4e9bd5b878ea3a3f336c411,,https://a.espncdn.com/i/headshots/nba/players/full/2595435.png,77.0,2595435,11,Abdel Nader,SF,1618520.0,oklahoma-city-thunder,s:40~l:46~a:2595435,225.0,157.0,7.0,12.6,1.5,3.7,41.3,0.6,1.7,34.8,0.6,0.9,71.5,0.3,1.5,1.8,0.5,0.3,0.4,1.1,0.6,4.3
Andre Roberson,28,12/04/91,"Las Cruces, NM",Colorado,5,0371ff0d488c953214ec9750b12d9357,,https://a.espncdn.com/i/headshots/nba/players/full/2530596.png,79.0,2530596,21,Andre Roberson,SG,10740740.0,oklahoma-city-thunder,s:40~l:46~a:2530596,210.0,295.0,269.0,22.5,1.9,4.0,48.2,0.4,1.4,25.7,0.4,0.9,46.7,1.2,2.8,4.0,0.9,0.7,0.9,2.2,0.6,4.6
Chris Paul,34,05/06/85,"Winston-salem, NC",Wake Forest,14,63c7648a60bac799d355f7f1d43f3a55,B,https://a.espncdn.com/i/headshots/nba/players/full/2779.png,73.0,2779,3,Chris Paul,PG,38506482.0,oklahoma-city-thunder,s:40~l:46~a:2779,175.0,1013.0,1013.0,34.9,6.5,13.8,47.0,1.4,3.7,37.0,4.2,4.8,87.0,0.7,3.9,4.5,9.5,0.1,2.2,2.4,2.4,18.5
Danilo Gallinari,31,08/08/88,Italy,,10,fe07bfed3cf351431057d0b211220b4c,,https://a.espncdn.com/i/headshots/nba/players/full/3428.png,82.0,3428,8,Danilo Gallinari,PF,22615559.0,oklahoma-city-thunder,s:40~l:46~a:3428,233.0,604.0,534.0,31.0,4.9,11.5,42.7,2.0,5.2,38.1,4.4,5.0,87.2,0.7,4.2,4.9,2.0,0.4,0.8,1.8,1.3,16.2
Darius Bazley,19,06/12/00,"Boston, MA",,0,dc51779c0f1a03c8f807c7916c852c77,,https://a.espncdn.com/i/headshots/nba/players/full/4423545.png,80.0,4423545,7,Darius Bazley,SF,2284800.0,oklahoma-city-thunder,s:40~l:46~a:4423545,208.0,53.0,8.0,17.2,1.7,4.3,38.3,0.6,1.9,30.0,0.6,0.9,68.1,0.4,3.3,3.7,0.5,0.7,0.4,0.8,0.8,4.5
Dennis Schroder,26,09/15/93,Germany,,6,ed50e972a95d6b5c3fcd0d75616d1159,,https://a.espncdn.com/i/headshots/nba/players/full/3032979.png,73.0,3032979,17,Dennis Schroder,PG,15500000.0,oklahoma-city-thunder,s:40~l:46~a:3032979,172.0,494.0,176.0,25.5,5.3,12.2,43.6,1.1,3.4,33.6,2.3,2.8,82.8,0.4,2.4,2.8,4.6,0.1,0.8,1.9,2.4,14.1
Deonte Burton,26,01/31/94,"Milwaukee, WI",Iowa State,1,e260d39f6e5472285f5f968d767460eb,,https://a.espncdn.com/i/headshots/nba/players/full/3059358.png,76.0,3059358,30,Deonte Burton,SG,1416852.0,oklahoma-city-thunder,s:40~l:46~a:3059358,240.0,66.0,0.0,7.9,1.1,2.8,38.5,0.3,1.1,24.7,0.2,0.4,58.3,0.2,1.0,1.2,0.3,0.3,0.2,0.9,0.3,2.7
Hamidou Diallo,21,07/31/98,"Queens, NY",Kentucky,1,4d118512df3316dab2b668efb4119ecb,,https://a.espncdn.com/i/headshots/nba/players/full/4080610.png,77.0,4080610,6,Hamidou Diallo,SG,1416852.0,oklahoma-city-thunder,s:40~l:46~a:4080610,202.0,89.0,6.0,13.8,2.0,4.3,45.3,0.1,0.7,18.6,0.7,1.2,61.5,0.8,1.7,2.5,0.4,0.2,0.6,1.8,0.7,4.8
Isaiah Roby,22,02/03/98,"Dixon, IL",Nebraska,0,5ca5512744c745602c21fd80b365d7ab,,https://a.espncdn.com/i/headshots/nba/players/full/4066392.png,80.0,4066392,22,Isaiah Roby,SF,1500000.0,oklahoma-city-thunder,s:40~l:46~a:4066392,230.0,3.0,0.0,3.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.3,0.3,0.0
Kevin Hervey,23,07/09/96,"Dallas, TX",Texas-Arlington,0,1fac07b517c3c22f023e5561a0153ebf,,https://a.espncdn.com/i/headshots/nba/players/full/3143565.png,81.0,3143565,15,Kevin Hervey,PF,,oklahoma-city-thunder,s:40~l:46~a:3143565,230.0,7.0,0.0,2.7,0.1,1.6,9.1,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.0,0.0,0.1,0.0,0.3
Luguentz Dort,20,04/19/99,Canada,Arizona State,0,7f199b6758d7790d458c29e62293032b,,https://a.espncdn.com/i/headshots/nba/players/full/4397020.png,75.0,4397020,5,Luguentz Dort,SG,0.0,oklahoma-city-thunder,s:40~l:46~a:4397020,215.0,29.0,21.0,22.0,2.2,5.4,41.4,0.8,2.5,30.1,1.0,1.2,77.8,0.5,1.3,1.9,0.7,0.1,0.8,2.7,0.5,6.2
Mike Muscala,28,07/01/91,,Bucknell,6,a288cccb5f3ee54ea843741c1a17e3ad,,https://a.espncdn.com/i/headshots/nba/players/full/2490089.png,82.0,2490089,33,Mike Muscala,PF,2028594.0,oklahoma-city-thunder,s:40~l:46~a:2490089,240.0,348.0,28.0,15.5,2.0,4.4,46.1,0.8,2.1,36.4,0.8,0.9,83.9,0.9,2.3,3.1,0.9,0.5,0.4,1.5,0.6,5.6
Nerlens Noel,25,04/10/94,"Malden, MA",Kentucky,5,e5b55e3dff2c1cd1e3ef7ce77ef21c62,,https://a.espncdn.com/i/headshots/nba/players/full/2991280.png,82.0,2991280,9,Nerlens Noel,C,1620564.0,oklahoma-city-thunder,s:40~l:46~a:2991280,220.0,355.0,166.0,22.2,3.3,6.2,54.2,0.0,0.0,28.6,1.4,2.2,64.8,1.9,4.3,6.2,1.2,1.4,1.3,2.5,1.4,8.1
Steven Adams,26,07/20/93,New Zealand,Pittsburgh,6,1173a08695c4a53b2b283a646057f63f,,https://a.espncdn.com/i/headshots/nba/players/full/2991235.png,83.0,2991235,12,Steven Adams,C,25842697.0,oklahoma-city-thunder,s:40~l:46~a:2991235,265.0,525.0,461.0,26.8,4.1,6.9,58.9,0.0,0.0,10.0,1.7,3.0,55.8,3.5,4.1,7.6,1.2,1.0,0.9,2.6,1.4,9.8
Terrance Ferguson,21,05/17/98,"Tulsa, OK",,2,405e1db7733f430eabd42b2e10dc2773,,https://a.espncdn.com/i/headshots/nba/players/full/4230546.png,78.0,4230546,23,Terrance Ferguson,SF,2475840.0,oklahoma-city-thunder,s:40~l:46~a:4230546,190.0,185.0,123.0,20.9,1.8,4.3,41.2,1.0,3.1,34.0,0.3,0.4,76.3,0.4,1.0,1.4,0.7,0.2,0.5,2.5,0.5,4.9
Anfernee Simons,20,06/08/99,"Longwood, FL",,1,95170b60db18eac2dca06cbf4bc24884,L,https://a.espncdn.com/i/headshots/nba/players/full/4351851.png,75.0,4351851,1,Anfernee Simons,SG,2149560.0,portland-trail-blazers,s:40~l:46~a:4351851,181.0,85.0,5.0,18.1,2.8,6.9,40.6,1.0,2.9,33.9,1.0,1.3,78.7,0.3,1.6,1.9,1.3,0.1,0.3,1.6,0.8,7.6
CJ McCollum,28,09/19/91,"Canton, OH",Lehigh,6,650bab3db658cba4a596044c1e1fa8c0,B,https://a.espncdn.com/i/headshots/nba/players/full/2490149.png,75.0,2490149,3,CJ McCollum,SG,27556959.0,portland-trail-blazers,s:40~l:46~a:2490149,190.0,473.0,376.0,30.8,7.1,15.6,45.5,2.1,5.3,39.7,2.2,2.6,82.7,0.6,2.7,3.3,3.1,0.4,0.9,2.2,1.7,18.4
Caleb Swanigan,22,04/18/97,"Indianapolis, IN",Purdue,2,abc27b57c122c30a9a7d4f257627e376,,https://a.espncdn.com/i/headshots/nba/players/full/3906671.png,81.0,3906671,50,Caleb Swanigan,PF,2033160.0,portland-trail-blazers,s:40~l:46~a:3906671,260.0,75.0,4.0,8.7,0.9,2.1,43.8,0.0,0.2,11.8,0.4,0.6,61.4,0.8,2.1,2.9,0.7,0.1,0.2,1.7,1.0,2.3
Carmelo Anthony,35,05/29/84,"New York, NY",Syracuse,16,db501da06d65c25837a12cbe8e0f5fba,,https://a.espncdn.com/i/headshots/nba/players/full/1975.png,80.0,1975,00,Carmelo Anthony,PF,1364204.0,portland-trail-blazers,s:40~l:46~a:1975,238.0,1114.0,1106.0,35.7,8.5,18.9,44.8,1.3,3.7,34.8,5.4,6.7,81.2,1.7,4.8,6.5,2.9,0.5,1.0,2.9,2.6,23.6
Damian Lillard,29,07/15/90,"Oakland, CA",Weber State,7,c6bdd0b0217620899b411ca3540f64f4,,https://a.espncdn.com/i/headshots/nba/players/full/6606.png,74.0,6606,0,Damian Lillard,PG,29802321.0,portland-trail-blazers,s:40~l:46~a:6606,195.0,607.0,607.0,36.3,7.9,18.2,43.6,2.9,7.7,37.1,5.3,6.0,88.9,0.6,3.6,4.2,6.5,0.3,1.0,2.0,2.8,24.0
Hassan Whiteside,30,06/13/89,"Gastonia, NC",Marshall,7,6fb93b5cd64c61b951c33d4442845c3a,,https://a.espncdn.com/i/headshots/nba/players/full/4262.png,84.0,4262,21,Hassan Whiteside,C,27093017.0,portland-trail-blazers,s:40~l:46~a:4262,265.0,404.0,320.0,26.8,5.8,9.9,58.2,0.0,0.1,32.0,2.3,3.7,60.6,3.4,8.4,11.8,0.7,2.4,0.6,2.7,1.6,13.8
Jaylen Hoard,21,03/30/99,France,Wake Forest,0,f5dad07d18599a010bae8e70bdef9cd0,,https://a.espncdn.com/i/headshots/nba/players/full/4395688.png,80.0,4395688,6,Jaylen Hoard,SF,0.0,portland-trail-blazers,s:40~l:46~a:4395688,216.0,13.0,0.0,7.9,1.2,2.5,46.9,0.0,0.2,0.0,0.6,1.0,61.5,1.1,1.4,2.5,0.3,0.0,0.4,0.9,0.3,2.9
Jusuf Nurkic,25,08/23/94,,,5,f8a22884a6a539a49d691cbb729288c9,,https://a.espncdn.com/i/headshots/nba/players/full/3102530.png,84.0,3102530,27,Jusuf Nurkic,C,13125000.0,portland-trail-blazers,s:40~l:46~a:3102530,290.0,310.0,229.0,22.9,4.7,9.5,49.1,0.0,0.1,7.1,2.3,3.5,66.6,2.5,5.5,8.0,1.9,1.3,0.8,3.1,2.0,11.6
Mario Hezonja,25,02/25/95,Croatia,,4,e8230e3bfde38350fbcdbd42bdbad4b2,,https://a.espncdn.com/i/headshots/nba/players/full/2995706.png,80.0,2995706,44,Mario Hezonja,SF,1737145.0,portland-trail-blazers,s:40~l:46~a:2995706,220.0,324.0,69.0,18.5,2.6,6.2,41.8,0.8,2.5,32.1,0.9,1.2,81.3,0.4,2.7,3.1,1.3,0.2,0.7,1.6,1.1,7.0
Moses Brown,20,10/13/99,,UCLA,0,fda5f791c73e010f8810bebc2627680b,,https://a.espncdn.com/i/headshots/nba/players/full/4397126.png,86.0,4397126,4,Moses Brown,C,0.0,portland-trail-blazers,s:40~l:46~a:4397126,245.0,9.0,0.0,3.7,0.4,1.1,40.0,0.0,0.0,0.0,0.3,0.9,37.5,0.3,1.2,1.6,0.1,0.1,0.1,0.8,0.3,1.2
Nassir Little,20,02/11/00,"Pensacola, FL",North Carolina,0,61b001c112dfd565f73068d21db8c7c2,,https://a.espncdn.com/i/headshots/nba/players/full/4395652.png,77.0,4395652,9,Nassir Little,SF,2105520.0,portland-trail-blazers,s:40~l:46~a:4395652,220.0,48.0,5.0,11.9,1.4,3.1,43.0,0.3,1.2,23.7,0.6,0.9,63.6,0.6,1.6,2.3,0.5,0.3,0.3,1.5,0.3,3.6
Rodney Hood,27,10/20/92,"Meridian, MS",Duke,5,119e04248dce82dbfd35c727c2fa9f41,,https://a.espncdn.com/i/headshots/nba/players/full/2581177.png,80.0,2581177,5,Rodney Hood,SF,5718000.0,portland-trail-blazers,s:40~l:46~a:2581177,208.0,341.0,248.0,27.3,4.5,10.6,42.6,1.7,4.6,37.2,1.7,2.1,83.9,0.4,2.5,2.9,1.9,0.2,0.8,2.2,1.1,12.5
Trevor Ariza,34,06/30/85,"Miami, FL",UCLA,15,60b70b192f0ace9fc73c119a06adc631,,https://a.espncdn.com/i/headshots/nba/players/full/2426.png,80.0,2426,8,Trevor Ariza,SF,12195122.0,portland-trail-blazers,s:40~l:46~a:2426,215.0,1064.0,731.0,29.7,3.8,8.9,42.3,1.4,4.1,35.2,1.6,2.2,73.2,1.0,3.8,4.8,2.2,0.3,1.5,2.0,1.4,10.5
Wenyen Gabriel,23,03/26/97,Sudan,Kentucky,0,18e4d930159d3ccd1ad30c41b0236afb,,https://a.espncdn.com/i/headshots/nba/players/full/4066264.png,81.0,4066264,35,Wenyen Gabriel,PF,1445697.0,portland-trail-blazers,s:40~l:46~a:4066264,205.0,28.0,1.0,7.5,0.7,1.6,43.5,0.2,0.7,30.0,0.5,0.7,70.0,0.6,1.0,1.6,0.3,0.2,0.4,1.3,0.6,2.1
Zach Collins,22,11/19/97,"North Las Vegas, NV",Gonzaga,2,c68386fb23ff62e4b2b03f8843a3f35c,,https://a.espncdn.com/i/headshots/nba/players/full/4066650.png,83.0,4066650,33,Zach Collins,PF,4240200.0,portland-trail-blazers,s:40~l:46~a:4066650,250.0,146.0,4.0,17.0,2.1,4.8,44.2,0.5,1.7,32.4,0.9,1.2,73.0,1.1,2.7,3.8,0.9,0.7,0.3,2.2,1.0,5.7
Bojan Bogdanovic,30,04/18/89,Yugoslavia,,5,b5bd6896a98efac1165e32596f78e8ff,,https://a.espncdn.com/i/headshots/nba/players/full/3593.png,80.0,3593,44,Bojan Bogdanovic,SF,17000000.0,utah-jazz,s:40~l:46~a:3593,226.0,462.0,345.0,28.5,5.0,10.8,46.0,1.9,4.8,39.4,2.4,2.7,85.8,0.5,3.0,3.5,1.5,0.1,0.6,1.6,1.6,14.2
Donovan Mitchell,23,09/07/96,USA,Louisville,2,6482ece5f90392e2ffdd13901fdd3a49,,https://a.espncdn.com/i/headshots/nba/players/full/3908809.png,73.0,3908809,45,Donovan Mitchell,SG,3635760.0,utah-jazz,s:40~l:46~a:3908809,215.0,219.0,211.0,33.8,8.3,18.8,44.0,2.4,6.8,35.5,3.7,4.5,82.1,0.7,3.3,4.1,4.0,0.3,1.3,2.6,2.7,22.7
Ed Davis,30,06/05/89,"Washington, DC",North Carolina,9,8ce540bada41ea4956a540bb079933aa,,https://a.espncdn.com/i/headshots/nba/players/full/4259.png,81.0,4259,17,Ed Davis,C,4767000.0,utah-jazz,s:40~l:46~a:4259,218.0,665.0,95.0,19.9,2.6,4.6,56.8,0.0,0.0,0.0,1.1,1.9,58.3,2.3,4.4,6.7,0.8,0.8,0.5,2.5,0.8,6.3
Emmanuel Mudiay,24,03/05/96,Congo,,4,9337cd1180d021efdd5df9ea80cff30c,,https://a.espncdn.com/i/headshots/nba/players/full/3892818.png,75.0,3892818,15,Emmanuel Mudiay,PG,1620564.0,utah-jazz,s:40~l:46~a:3892818,200.0,294.0,164.0,24.1,4.1,10.2,40.1,0.9,2.9,32.3,1.9,2.6,74.3,0.5,2.5,3.0,3.8,0.3,0.7,1.6,2.2,11.1
Georges Niang,26,06/17/93,"Lawrence, MA",Iowa State,3,fc22b9ec32bd07ebe8036c89ddfb8f11,,https://a.espncdn.com/i/headshots/nba/players/full/2990969.png,79.0,2990969,31,Georges Niang,SF,1645357.0,utah-jazz,s:40~l:46~a:2990969,230.0,149.0,0.0,9.5,1.5,3.3,44.4,0.8,2.1,39.5,0.3,0.3,84.0,0.2,1.3,1.5,0.5,0.1,0.2,0.9,0.4,4.0
Jarrell Brantley,23,06/07/96,"Charleston, SC",Charleston,0,1f4cc7e328a050d4680bbcc103609733,,https://a.espncdn.com/i/headshots/nba/players/full/3912292.png,77.0,3912292,5,Jarrell Brantley,PF,0.0,utah-jazz,s:40~l:46~a:3912292,250.0,5.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,0.4,0.0,0.4,0.4,0.0
Joe Ingles,32,10/02/87,Australia,,5,110a16d50535c1e01e1efc9a7a080732,R,https://a.espncdn.com/i/headshots/nba/players/full/2968436.png,79.0,2968436,2,Joe Ingles,SG,11954546.0,utah-jazz,s:40~l:46~a:2968436,220.0,470.0,260.0,25.4,3.0,6.6,44.6,1.7,4.1,40.7,0.7,0.9,74.8,0.3,2.9,3.2,3.6,0.2,1.0,1.9,1.6,8.2
Jordan Clarkson,27,06/07/92,"Tampa, FL",Missouri,5,e50b7c1f0792372fd2b9ce80188f029f,,https://a.espncdn.com/i/headshots/nba/players/full/2528426.png,76.0,2528426,00,Jordan Clarkson,PG,13437500.0,utah-jazz,s:40~l:46~a:2528426,192.0,445.0,138.0,27.1,5.7,12.7,44.7,1.5,4.3,34.1,1.9,2.4,81.8,0.9,2.3,3.2,2.6,0.1,0.9,1.7,1.7,14.8
Juwan Morgan,22,04/17/97,"Waynesville, MO",Indiana,0,4dccb49d9843cf9705800232db649963,,https://a.espncdn.com/i/headshots/nba/players/full/3934721.png,79.0,3934721,16,Juwan Morgan,SF,746054.0,utah-jazz,s:40~l:46~a:3934721,232.0,16.0,0.0,4.6,0.6,1.1,52.9,0.1,0.3,20.0,0.0,0.0,0.0,0.3,0.9,1.2,0.1,0.1,0.0,0.4,0.2,1.2
Mike Conley,32,10/11/87,"Indianapolis, IN",Ohio State,12,5814198adcfd7d7f351caa2a79e5e8ee,,https://a.espncdn.com/i/headshots/nba/players/full/3195.png,73.0,3195,10,Mike Conley,PG,32511624.0,utah-jazz,s:40~l:46~a:3195,175.0,829.0,792.0,32.4,5.3,12.0,43.9,1.4,3.8,37.5,2.9,3.5,81.8,0.4,2.5,3.0,5.7,0.2,1.4,2.0,2.0,14.8
Miye Oni,22,08/04/97,"Northridge, CA",Yale,0,2647df804774a071b4cf31ff181cac76,,https://a.espncdn.com/i/headshots/nba/players/full/4066851.png,77.0,4066851,81,Miye Oni,SG,898310.0,utah-jazz,s:40~l:46~a:4066851,206.0,5.0,0.0,2.2,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.2,0.0
Rayjon Tucker,22,09/24/97,"Charlotte, NC",Arkansas-Little Rock,0,f8d93c4726d6cf3b754f6cafcbda6ec8,,https://a.espncdn.com/i/headshots/nba/players/full/3908819.png,75.0,3908819,6,Rayjon Tucker,SG,578573.0,utah-jazz,s:40~l:46~a:3908819,209.0,14.0,0.0,5.6,0.6,1.4,42.1,0.0,0.4,0.0,0.2,0.4,60.0,0.1,0.8,0.9,0.1,0.0,0.1,0.5,0.2,1.4
Rudy Gobert,27,06/26/92,France,,6,78795dbf3e02934ef796d6a71375c9f5,,https://a.espncdn.com/i/headshots/nba/players/full/3032976.png,85.0,3032976,27,Rudy Gobert,C,23241573.0,utah-jazz,s:40~l:46~a:3032976,258.0,468.0,376.0,29.5,4.3,6.7,64.0,0.0,0.0,0.0,3.1,4.9,62.9,3.3,7.7,11.0,1.4,2.2,0.7,2.6,1.6,11.7
Tony Bradley,22,01/08/98,"Bartow, FL",North Carolina,2,78cd79a1db814a119177c0b340ccf5a3,,https://a.espncdn.com/i/headshots/nba/players/full/4065673.png,82.0,4065673,13,Tony Bradley,C,1962360.0,utah-jazz,s:40~l:46~a:4065673,248.0,62.0,2.0,9.7,1.8,2.9,62.6,0.0,0.0,50.0,0.5,0.7,65.9,1.7,2.2,3.9,0.3,0.4,0.2,1.7,0.4,4.2
Alen Smailagic,19,08/18/00,,,0,6ed3f8924bfef2e70329ebd6a104ecae,,https://a.espncdn.com/i/headshots/nba/players/full/4401415.png,82.0,4401415,6,Alen Smailagic,PF,898310.0,golden-state-warriors,s:40~l:46~a:4401415,215.0,14.0,0.0,9.9,1.4,2.9,50.0,0.2,0.9,23.1,1.1,1.4,84.2,0.7,1.2,1.9,0.9,0.3,0.2,1.0,0.8,4.2
Andrew Wiggins,25,02/23/95,"Thornhill, ON",Kansas,5,064c19d065276a21ca99fdfb296fe05d,,https://a.espncdn.com/i/headshots/nba/players/full/3059319.png,79.0,3059319,22,Andrew Wiggins,SF,27504630.0,golden-state-warriors,s:40~l:46~a:3059319,197.0,454.0,454.0,35.8,7.3,16.5,44.1,1.2,3.6,33.2,4.0,5.4,73.2,1.3,3.1,4.4,2.3,0.6,1.0,2.2,2.1,19.7
Chasson Randle,27,02/05/93,"Rock Island, IL",Stanford,2,71b7154a3d81842448b623ee3e65d586,,https://a.espncdn.com/i/headshots/nba/players/full/2580898.png,74.0,2580898,25,Chasson Randle,PG,,golden-state-warriors,s:40~l:46~a:2580898,185.0,78.0,2.0,13.9,1.7,4.1,41.1,0.8,2.1,37.8,1.1,1.4,80.2,0.2,0.9,1.2,1.7,0.1,0.5,1.7,0.8,5.3
Damion Lee,27,10/21/92,,Louisville,2,41fafb6d47a66d8f79f94161918541a4,L,https://a.espncdn.com/i/headshots/nba/players/full/2595209.png,77.0,2595209,1,Damion Lee,SG,842327.0,golden-state-warriors,s:40~l:46~a:2595209,210.0,96.0,47.0,22.9,3.4,8.2,41.9,1.3,3.8,34.6,1.6,1.8,85.3,0.5,3.4,3.9,1.8,0.1,0.9,1.8,1.0,9.8
Draymond Green,30,03/04/90,"Saginaw, MI",Michigan State,7,de360720e41625f28a6bb5ff82616cb1,,https://a.espncdn.com/i/headshots/nba/players/full/6589.png,78.0,6589,23,Draymond Green,PF,18539130.0,golden-state-warriors,s:40~l:46~a:6589,230.0,576.0,428.0,28.1,3.3,7.5,43.5,0.9,2.8,31.9,1.6,2.2,71.0,1.1,5.8,6.9,5.0,1.1,1.4,2.8,2.1,9.0
Eric Paschall,23,11/04/96,"North Tarrytown, NY",Villanova,0,b67e5e0fa5cb209355845d165a49407e,,https://a.espncdn.com/i/headshots/nba/players/full/3133817.png,78.0,3133817,7,Eric Paschall,PF,898310.0,golden-state-warriors,s:40~l:46~a:3133817,255.0,60.0,26.0,27.6,5.3,10.7,49.7,0.6,2.2,28.7,2.7,3.5,77.4,1.4,3.2,4.6,2.1,0.2,0.5,2.1,1.6,14.0
Jordan Poole,20,06/19/99,"Milwaukee, WI",Michigan,0,4b0492b5a52f267fe84098ef6d2e2bdf,B,https://a.espncdn.com/i/headshots/nba/players/full/4277956.png,76.0,4277956,3,Jordan Poole,SG,1964760.0,golden-state-warriors,s:40~l:46~a:4277956,194.0,57.0,14.0,22.4,2.9,8.8,33.3,1.3,4.6,27.9,1.7,2.1,79.8,0.2,1.9,2.1,2.4,0.2,0.6,1.6,1.3,8.8
Kevon Looney,24,02/06/96,"Milwaukee, WI",UCLA,4,10a8e77b877324c69966f0c4618caad6,,https://a.espncdn.com/i/headshots/nba/players/full/3155535.png,81.0,3155535,5,Kevon Looney,PF,4464226.0,golden-state-warriors,s:40~l:46~a:3155535,222.0,224.0,36.0,13.9,1.9,3.3,57.0,0.0,0.2,15.0,0.6,1.0,60.1,1.6,2.1,3.7,1.0,0.6,0.5,1.9,0.5,4.4
Klay Thompson,30,02/08/90,"Los Angeles, CA",Washington State,8,3411530a7ab7e8dce4f165d59a559520,,https://a.espncdn.com/i/headshots/nba/players/full/6475.png,78.0,6475,11,Klay Thompson,SG,32742000.0,golden-state-warriors,s:40~l:46~a:6475,215.0,615.0,578.0,33.1,7.3,16.0,45.9,2.9,7.0,41.9,1.9,2.3,84.8,0.4,3.0,3.5,2.3,0.5,0.9,2.1,1.7,19.5
Ky Bowman,22,06/17/97,,Boston College,0,d0ef63e951bb5f842b7357521697dc62,,https://a.espncdn.com/i/headshots/nba/players/full/4065635.png,73.0,4065635,12,Ky Bowman,PG,350189.0,golden-state-warriors,s:40~l:46~a:4065635,187.0,45.0,12.0,22.6,3.0,7.1,41.7,0.7,2.4,30.8,0.8,0.9,82.9,0.5,2.2,2.7,2.9,0.2,1.0,2.3,1.6,7.4
Marquese Chriss,22,07/02/97,"Sacramento, CA",Washington,3,a320ecf1d6481b7518ddc1dc576c27b4,,https://a.espncdn.com/i/headshots/nba/players/full/3907487.png,81.0,3907487,32,Marquese Chriss,C,654469.0,golden-state-warriors,s:40~l:46~a:3907487,240.0,256.0,147.0,19.4,3.0,6.5,45.6,0.6,2.1,29.0,1.4,2.1,66.9,1.3,3.6,4.9,1.1,0.8,0.7,2.6,1.3,8.0
Mychal Mulder,25,06/12/94,"Toronto, ON",Kentucky,0,f5a46c489e9aee6a1a74f67f9494132f,,https://a.espncdn.com/i/headshots/nba/players/full/3936298.png,76.0,3936298,12,Mychal Mulder,G,,golden-state-warriors,s:40~l:46~a:3936298,184.0,7.0,3.0,29.1,3.7,9.6,38.8,2.3,7.4,30.8,1.3,1.7,75.0,0.4,2.9,3.3,1.1,0.1,0.3,2.9,0.7,11.0
Stephen Curry,32,03/14/88,"Akron, OH",Davidson,10,5dda51f150c966e12026400b73f34fad,,https://a.espncdn.com/i/headshots/nba/players/full/3975.png,75.0,3975,30,Stephen Curry,PG,40231758.0,golden-state-warriors,s:40~l:46~a:3975,185.0,699.0,693.0,34.3,8.1,17.1,47.6,3.6,8.2,43.5,3.7,4.0,90.6,0.7,3.8,4.5,6.6,0.2,1.7,2.5,3.1,23.5
Amir Coffey,22,06/17/97,"Hopkins, MN",Minnesota,0,2f92cfa13e6f28633bfcaa45062ce909,,https://a.espncdn.com/i/headshots/nba/players/full/4066387.png,79.0,4066387,7,Amir Coffey,SG,0.0,la-clippers,s:40~l:46~a:4066387,210.0,13.0,0.0,7.5,1.0,2.5,39.4,0.1,0.5,14.3,0.1,0.2,33.3,0.3,0.8,1.1,0.7,0.1,0.1,0.9,0.2,2.2
Ivica Zubac,23,03/18/97,,,3,314d5203a97339efad47e6bcd46f77fd,,https://a.espncdn.com/i/headshots/nba/players/full/4017837.png,84.0,4017837,40,Ivica Zubac,C,6481482.0,la-clippers,s:40~l:46~a:4017837,240.0,204.0,110.0,15.8,2.9,5.3,55.9,0.0,0.0,0.0,1.4,1.8,76.0,1.8,3.6,5.4,0.9,0.8,0.2,1.9,0.9,7.3
JaMychal Green,29,06/21/90,"Montgomery, AL",Alabama,5,7f371bd67ee471dbc894d3efa58bae1d,,https://a.espncdn.com/i/headshots/nba/players/full/2327577.png,80.0,2327577,4,JaMychal Green,PF,4767000.0,la-clippers,s:40~l:46~a:2327577,227.0,354.0,151.0,21.9,3.1,6.5,47.0,0.7,2.0,36.8,1.2,1.6,76.7,1.8,4.3,6.2,0.9,0.4,0.6,2.7,1.1,8.1
Joakim Noah,35,02/25/85,"New York, NY",Florida,12,350cde6f2a2bf0fc4f922f7ec39a4649,,https://a.espncdn.com/i/headshots/nba/players/full/3224.png,83.0,3224,55,Joakim Noah,C,,la-clippers,s:40~l:46~a:3224,230.0,667.0,512.0,27.9,3.4,6.8,49.1,0.0,0.0,0.0,2.1,3.0,70.0,3.2,5.9,9.1,2.8,1.3,0.8,2.8,1.7,8.8
